user_id,product_id,review,rating
yop,1,샤워하자 마자 발라주면 십분은 아무것도 안발라도 될 정도로 보습감이 좋아요,5
본예이,1,미스트 펌프랑 리필도 준다고 해서 당장 질러버렸습니당! 라네즈 크림스킨 너무 기름지다는 말이 있던데 악건성인 저는 가을겨울 최고의 템이에유,5
비치양,1,석진이가 광고해서 구입했어요 뭔가 우유스킨같은 느낌이네요 생각보다는 가볍고 순하게 보습되서 좋았어요. 여름에는 복합성이었다가 가을부터 건성피부가 되는데 지금 딱 쓰기 좋아요 만족해요,5
맥주가조와,1,"몇번이나 재구매 했는지 이제 기억도 안나요. 용기 리뉴얼 되기 전 버전부터 계속 구매해서 사용중입니다! 여름에 쓰기는 개인적으로는 무거운데 어머니는 사계절 내내 잘 쓰셔서 집에 크림스킨 안쓰는 때가 없어요. 찬바람 불기 시작하는 가을에서 건조한 추운 겨울, 답답한 봄 세 계절에 추천합니다. 피부 예민하고 민감한 편인데 쓰면서 트러블이나 불편함 느낀 적 한번도 없었어요. 향은 순하고 크게 안나는 편이지만 개인적으로는 아예 무향이었으면 합니다.",5
쁄,1,"사실...석삼오라버니 때문에 구매했는데,..너무좋아요...
포토북 말할 것도 없이 흰색 셔츠 느좋...💜 얼굴...
WWH....좋음.....입술..피부.....미남.......
(정신차리고) 일단 같이 동봉되어 온 스프레이 분사형 뚜껑으로 바꾸어서 사용 중인데 나올 때는 진짜 미스트처럼 액체로! 아예 그냥 물처럼 나오거덩여?
근데 이게 막 바르다보면 로션 바르는것처럼 부드럽게 바뀌어요...그렇다고 미끌,찐득 거리는게 아니고 딱 4번 분사했는데 온 얼굴이 촉촉함...일부러 며칠 써보고 리뷰 작성하는건데...너무 좋아효...이게 너무 웃긴게 흡수력도 개쩔어요...왼 뺨 오른 뺨에 각각 뿌려놓고 오른뺨 바르고 나니까 왼 뺨에 뿌려뒀던게 다 흡수됨...
석라버니 아니었으면 이 개꿀제품을 모르고 살뻔..;;
피부도 민감성이라(평소에 썬크림도 제대로 ""못""바름..)동생(역시 아미임) 실험체로 쓰고 손에도 해보고 마침내 얼굴에 사용했는데 너무...좋음....쓰고도 피부 발작 안난게 너무 기특해서 크림스킨 냅다 복복해주고 싶음....원래도 피부 지R쇼 방지 차원에서 여러번의 실험을 거친 뒤 단일제품만 사용했는데(이전에는 스킨 딱 하나만 씀) 이건...미스트도 되고 동시에 크림도 되니깐...아니..라네즈 연구진분들..도대체 뭘 만드신건지....이건..혁명?임,...;;; 개큰 재구매 의사가 생김..... 그리고 구성품 자체가 되게 고급짐,.원래 쓰던건 우리집 고양이가 한 번 떨구고서는 먹통이슈때문에 쓸 때마다 뚜껑 분리후에 털털 털어썼는데...크림스킨은 스무스하게 꾹 꾹 눌림..
리필도 주심... 향은 무향!(동생은 무향인게 너무 좋았대용)
아 그리고 보습 지속력....🤦‍♀️ 시험기간이라 퍼석 피부 개난리쇼 났는데 이게 솔직히 되게 가벼운 제형이라 금방 건조해질 줄 알았는데/ 1시간 후: 음 곧 마르겠군,2시간 후: 음 곧 마르겠군/ 영원히 이것을 반복함..그 끈적하지 않은 보들보들 선 안에서 영원히 마르지 않음...이것 뭐에요 진짜....
이런 개꿀 느좋 제품을 알게 해주신 오라버니께 일단 큰절, 열심히 개발해서 혁명템 개발 해주신 라네즈 연구진 분들께 큰절🙇‍♀️ 그리고 이정도 구성인데 너무 착한 가격이심...
고딩 소녀 용돈 지킴이가되
아 그리고 라네즈의 이 사소한 센스..어쩔거임...!!!
Easy peel이 있음 화장품에!!! 평소에 그렇게 막 환경 지킴이도 내가 다 감동받음..ㅠ
모쪼록 좋은 제품 감사합니다..💜",5
또료니,1,"아주 촉촉하고
수분감이 좋습니다
스킨만발라도 보습이좋아요
자극없고
끈적이지않고 보들보들
행사때사서 용량도좋고
매우만족 메인 스킨으로써야할듯",5
건조해엄청나,1,"- 본인 피부
: 20대 중반 / 남성 / 건조한 복합성
T존은 수부지, 면도기가 자주 닿는 U존과 눈가는 악건성, 관리 잘못하면 이마와 관자놀이에 염증성 여드름 생김

- 제품 요약
: 첫 단계부터 피부 수분 보유력을 올려주는 스킨케어 부스터

워터리한 히알루론산 세럼을 아무리 들이부어도 속건조가 해결되지 않으시죠? 유분이 없고 장벽이 무너진 피부는 수분을 머금지 못하기 때문입니다. 바르자마자 물이 증발하는데 속건조가 어떻게 해결되겠어요.

이런 경우 첫 단계에 오일이 들어간 토너로 피부 수분 보유력을 올려준 후 워터리한 세럼을 바르면 속건조 진짜 싹 잡힙니다ㅠ

이 제품엔 메도우폼씨오일과 스쿠알란이 들어있는데요. 둘 다 피부에서 분비되는 피지와 일부 유사한 성분이에요! 때문에 트러블 걱정 없이 첫 단계 보습을 채워주기 좋았습니다!

보습 토너는 밀키한 콧물 제형~젤 제형인 경우가 많은데! 이건 완전 물처럼 묽어요! 오일이 들어간 유화 제형을 이렇게 묽은 토너로 만드는 게 아모레퍼시픽 고유의 제형 기술이라고 합니다! 아무튼 이런 제형 때문에 다음 단계 스킨케어 흡수를 방해하지 않고, 오히려 수분력을 부스팅해주는 느낌이었어요.

또!!
코스알엑스 더 비타민C23 세럼 사용해보신 분들 아실 텐데, 이 세럼 마무리감이 엄청 끈끈해요. 근데 크림스킨 사용 후 이 세럼을 바르니 끈끈함이 없고, 실키하게 마무리돼서 좋았습니다! 비타민C 효과도 더 잘 나는 거 같아요. 전 이것 때문에 계속 재구매할 것 같습니다.",5
무병장수,1,"상품도 리필도 사은품도 다 괜찮은데 저한테 맞는 제품은
아닌거 같아요,, 확실히 건조하진 않은데 이게 좋은건가,,? 싶은 느낌..?",3
흰뚜루,1,보습엔 아주 좋아요. 사은품 거울도 너무 이쁘구요.그런데 분사가 별로네요. 시원하게 골고루 분사되지 않아서 여러번 뿌려야 해요 ㅜㅜ,4
RIRI078,1,"울 엄니 드리려고 구매했어요~//
촉촉하고 좋다고 하새요",5
RIRI078,1,씰쌀한 날씨에 항상 잘 사용하는 제품. 순하고 좋아요~//,5
RIRI078,1,기획으로 저렴하게 구매해서 좋아요. 크림스킨은 씰쌀한 날씨에 서용햐뇨,5
이안901,1,석진이 광고를 보고 정말 안살수가 없었어요 깨끗한 이미지와 정말 찰떡이네요 석진이가 모델하는 동안 제 화장품은 라네즈로 다 바뀔것 같네요,5
수동한,1,"크림스킨이나 더 촉촉한 기분? 기분탓 일지두요
매번 재구매 하고있어요",4
식물킹,1,미스트 뚜껑이 같이 와서 너무 좋네요 촉촉하고 부드러워서 사용하고 나면 기분까지 좋아져요,5
dy****,1,예전에 한번보고 필요해서 구매하였습니다 한달뒤 후기 올리겠습니다,4
모얌당고,1,"라네즈 크림스킨 그동안 좋다고는 익히 들어서 알고 있었지만, 뭐 잘 못 바르면 좁쌀여드름 왕창 올라오는 수부지(지성에 더 가까운) 여서 여태 못 써봤습니다ㅠㅠ

그러던 중 제 최애가 이번에 라네즈 글로벌 앰버서더가 되었더라구요!? 엇시 포토북도 준대. 결제..결제 갈겨엇..!!!!
하면서 처음으로 크림스킨을 써봤는데.........
라네즈 대체 뭘 만드신겁니까 휴먼?

와 그동안 이걸 고민만 하다 안쓴 시간들이 아까울정도로 완전 인생템 등극입니다ㅠㅠ

일단 제일 걱정했던 헤비한 수분템 사용시 유분폭발이었는데, 크림스킨이 그 부분에 있어서 아주 적절하게 유수분 밸런스을 맞춰준 탓인지 수분충전은 꽉채워주고 유분은 현저히 줄었습니다ㅠㅠ 아침마다 이마에 개기름 인생이었는데 크림스킨 만나고 개기름과 이별했어요 고마워요 라네즈🥹🩵

최근 순하다고 유명한 에스트라 캡슐 어쩌고 수분크림 쌌다가 좁쌀 여드름 가득가득 트러블 잔뜩잔뜩 피부 싹 뒤집혀서 고민이었는데 크림스킨 3일 쓰고 싹 들어갔습니다 진짜.... 미1친거 같아요... 기적을 맛봄...

제 피부 고민들의 원인은 속건조로 인한 트러블과 유분폭발이었나봅니다. 크림스킨이 속건조를 짱짱하게 잡아주니 피부 고민 걱정들이 사악 사라졌어요.

그동안 제품에 대한 편견 때문에 망설였다가 최애가 모델이라기에 단순히 구매 했을 뿐인데 인생 기초템을 만나서 너무 기쁩니다😭💙",5
탄탄고고,1,김석진 때문에 샀는데..아니 제품이 이리 좋다니~~스킨으로 3번 레이어링하니 마치 에센스 크림 다 바른듯 초크초크하네.화장도 잘먹. 라네즈 하면 김지호가 여인의향기 영화 패러디하던 섹시넘버원 립스틱 광고가 생각나.이 나이에 다시 라네즈에 발 담굴줄이야😂😂😂,5
탄탄고고,1,김석진 때문에 샀는데..아니 제품이 이리 좋다니~~스킨으로 3번 레이어링하니 마치 에센스 크림 다 바른듯 초크초크하네.화장도 잘먹. 라네즈 하면 김지호가 여인의향기 영화 패러디하던 섹시넘버원 립스틱 광고가 생각나.이 나이에 다시 라네즈에 발 담굴줄이야😂😂😂,5
jk****,1,모델 진 피부처럼 되길 바라며 🥹💚💙❤️ 제가 써보고 좋아서 선물도 했어요,5
단이00214,1,"가을이 찾아오면서 다시 찾게되는 크림스킨
미스트로도 토너로도 너무 잘써요",5
젤로,1,돌고돌아 재구매하는 크림스킨이에요ㅋㅋ 닥토하기도 좋고 미스트용으로 뿌려도 괜찮아요!,5
Lynniee,1,"역시 JIN-IUS!💜
믿고 쓰는 라네즈와 믿고 쓰는 진의 콜라보라 안 살수가 없었습니다. 포카도 얻고 대용량 리필까지 있는 조합이라 혜자구성입니다.
미스트로 쓸 수 있도록 교체할 수 있는 점도 너무 좋아서 간편하게 수시로 건조할 때마다 뿌릴수 있어서 좋고 환절기에 피부 건조및 진정 모두 잡을 수 있는 순한 제품이라 너무 만족합니다. 배송도 꼼꼼하게 왔고 빨랐습니다.",5
마인,1,만족스럽습니다 자주 사는 제품 중 하나에요. 후기보니까 왜 인기 많은지 알겠드라구요! 좋은 제품 자주 구매할 수 있게 이벤트도 많이 해주세요! 정말 후회 없는 상품입니당 잘 쓰더록 할게요! 주변 지인들두 너도나도 구매한다고 합니다 해피해피,5
뷰티플데이,1,"라네즈크림스킨 케이스병이 너무 세련된것 같고 안에 있는 내용 물도 너무좋아요☺️
왜 국민스킨이라 불리는지 사용하고나면 알수있는것 같아요 정말 맑은 스킨에 수분크림을 섞어놓은듯한 우유같은 스킨인것 같아요
우유빛 색깔인 라네즈 크림스킨은 수분크림 한통을 토너에 다 넣은것 같아요
라네즈 수분드뿍 크림스킨은 피부에 잘 스며들고 장시간동안 촉촉한 수분감을 유지시켜주는것 같아요👌🏻
그리고수분감을 정말 많이 주는 토너 인것 같아요
어느계절이나 어떤피부타입에도 상관없이 적합할것 같아요 저는 미스트대신에 피부가 건조해질때 미스트병 용기에 담아서 수 시로 얼굴에 분사해요 좋 그럴때마다 건조해졌던 제피부가 금새 탄력있어지는것 같아요
국민스킨 라네즈크림스킨 적극 추천합니다👍🏻",5
뷰티플데이,1,"라네즈크림스킨 케이스병이 너무 세련된것 같아요
안에 있는 내용 물도 너무좋죠
왜 국민스킨이라 불리는지 사용하고나면 알수있는것 같아요 정말 맑은 스킨에 수분크림을 섞어놓은듯한 우유같은 스킨인것 같 아요
미세먼지와 코로나로 마스크를 장시간 사용하면 피부가 건조해지고 많은 수분감과 탄력감이 떨어져 속상했어요우유빛을 띄는 라네즈 크림 스킨은 수분 크림 한통을 토너에 다 넣은것 같아요 라네즈 수분드뿍 크림스킨은 피부에 잘 스며들고 장시간동안 촉촉 한 수분감을 유지시켜주는것 같아요수분감을 정말 많이 주는 토너 인것 같아요
어느계절이나 어떤피부타입에도 상관없이 적합할것 같아요 저는 미스트대신에 피부가 건조해질때 미스트병 용기에 담아서 수 시로 얼굴에 분사해요
해 그럴때마다 건조해졌던 제피부가 금새
탄력있어지는것 같아요
국민스킨 라네즈크림스킨 적극 추천합니다
도움이 되셨다면 버튼 한번 꾸욱 부탁드리겠습니다!🙇🏻‍♀️💗",5
OliviaSpanish,1,진이 광고해서 인스타 광고보고 홀린듯이 결제했어요 포카북에 진 사진 네 장이나 있는데 너무 예뻐요 170ml가 본품인데 거의 본품만큼 130ml 리필 줘서 놀랐고 미스트 펌프를 같이 주는데 오자마자 바꿔서 미스트로 써봤는데 분사도 잘되고 아침에 일어나니 촉촉하고 너무 좋아요 무슨 샘플도 잔뜩 들어있었는데 좋아요 우리 진이 광고해서 산거지만 제품이 좋네요 올리브영 매장에서 사면 포카북도 없고 리필도 50ml인가 쪼끔 주고 미스트 펌프도 다른 샘플도 없는것 같던데 진이 덕분에 좋은 제품 사고 선물도 잔뜩 받았네요 감사합니다 크림이 토너에 섞인 느낌인데 둥둥 뜨지도 않고 자극적이지도 않고 향도 좋고 매우 촉촉하고 미스트로 뿌리니 편하고 좋아요 최곱니다 강추합니다,5
이수아아,1,"겨울마다 사용하는 제품인데 미니 포토북이 갖고싶어 이번엔 좀 빨리 구매해봤습니다. 제가 피부장벽이 무너진 상태인데 지금 피부가 나아진데에는 이 크림 스킨을 수시로 발라주고 보습해준 효과라고 생각합니다ㅠㅠ 몇번을 레이어링을 해주면 전혀 건조하거나 땡기지가 않아요! 흐르는 물 제형인데 보습감이 진짜 짱입니다.찐 추천템입니다.
(그리고 미니 포토북 너무 좋아요💜)",5
미니골드,1,예전부터 좋다는건 알고있었는데 가격대가 있어서 망설이다 구매를 안했었는데 세일해서 거울도주고 미스트 펌프도주고 리필추가도 있어서 바로구매했어요~배송도 하루만에 도착해서 좋았어요 재구매 추천이요,5
밤송,1,추워지는 계절이면 어김없이 쟁여둡니다 이만큼 보습력 좋은 스킨 없는 것 같어요,5
띠링띠링띠로링,1,"사계절 내내 사용 가능한 제품이어서
항상 사용하는 크림스킨입니다!
보습력도 좋아서 만족하면서 사용하고있어요",5
쿠키토끼,1,되게 우유 같은 느낌의 제형이고 보습력이 좋아요. 그리고 미스트 분무기도 주셔서 간편하게 뿌릴 수 있어서 좋아요,5
susu70,1,"석진이 때문에 샀는데 스킨 너무 좋아요 보습도
너무 잘되고 미끌거리는것도 없고 너무 좋네요
다써도 또 사서 쓰고싶을만큼 좋아요 대만족입니다",5
뽀이동이,1,건성에 좋아요 만족합니다 자극없이 순하고 좋아요 미스트 분사기 도 좋네여,5
별향,1,"라네즈 크림스킨 소문처럼 촉촉하네요
건성 겨울용 스킨으로 굿..굿..",5
히플이,1,"라네즈 크림스킨 한번에 되있는거 좋아서 구매하고 계속 사용중이였는데
생각도 못한 김석진이 있어서 어차피 구매해서 쟁겨놓으면 쓸거니까 과소비좀 했숨돠
히힛 알찬 과소비 쵝오",5
투벨실버,1,"크림스킨인데 분사력도 짱좋고 막 뿌려주기 좋아요!
피부에 아주 최적합한 제품입니답
석진이 포토북 받는김에 샀는데 사길 넘 잘한거같아요🥹
양도 생각보다 많아서 좋아요>.<",5
요가파이어,1,이거 첨 구매하고 이런 제품이 있는지도 모르고 광고 보고 알았어요. 리뷰가 좋아 한번 구매해봐요. 근데 리뷰가 다 아미들인가요? ㅋㅋㅋ 진 때문에 샀나? ㅋㅋ 여튼 받아보고 용기가 넘 귀엽고 특이했어요. 스킨 색도 우유 같은 느낌이네요. 저는 분사 펌프로 바꿔써볼려고해요. 자극 없이 순해요.,5
보라꾸미,1,"오늘 받고 세안 후 처음 사용해보는데 제 피부가 화하거나
뜨거운 느낌은 없었습니다 :D 복합성 T자인데 일단 별 다른 느낌은 없습니다 쫀득한 끈적임?이 살짝 있습니당 심하지 않으며 다 흡수된곳은 건조한 느낌이없고 땡기는 느낌도 없습니당
향은 세안용 향에 뭍여서 못 맡았습니다..따로 맡아보고싶지는 않아 생략 하겠음당..!
저는 미스트는 사용 안하고 스킨으로만 사용할 것 같아요ㅎ
리필이 되어 너무 맘에 들고용
약간 쫀쫀한 느낌이 들고 방금 엄마 왈 향이 아무것도 안난다고 하십니당 🤣🤣


// 진 포토북 받아서 너무 햅삐합니당ㅎㅎ
여자도 사용 가능한건지 확인하려고 들어왔는데
가능해보여서 바로 사용했어요 :D
잘 쓰겠습니당!",5
엘레니짱,1,"진이때문에 처음 라네즈 크림스킨을 구매해서 사용해봤는데 어머나 어쩜이래요?
손으로 찹찹해도 좋고 미스트로 뿌려도 좋고
피부가 매끈 보습력이 남다르네요
백화점브랜드 스킨만 계속사용하다가 이렇게 좋은구성에 보습까지 완벽해서 감동감동🥰
라네즈로 정착하려고 맘먹었어요
석진이 덕에 좋은 제품 만나게되어 뿌듯행복 그자체",5
기야운고양이,1,"건성분들 꼭 사세요!! 보습의 대명사
미스트도 안개분사라서 좋아요",5
올영노예가꿈,1,신기한 사용감인 것 같아요 정말 얼굴에 토너도 한 것 같고 크림도 바른 것 같은 느낌이 납니다 얼굴에 너무 떠서 속건조는 안 잡히면 어쩌나 걱정 했는데 걱정할 필요가 없었어요 속수분까지 잘 채워줍니다 성분도 순하고 미스트 펌프 줄 때 사서 완전 편하게 쓰고 있어요 만족템 !,5
방미,1,김석진 사랑해요. 석진이 덕분에 라네즈크림스킨 써봐요. 겨울초입부터 속건조심해서 ㅇㅌㅂㄹㅇ 썼었눈데 크림스킨도 좋아요 스프레이가 있어서 미스트로 분사하면서 사용할 수 있어서 여러번 레이어드해서 피부 장벽 쌓아줍니다 근데 크림도 들어간거라 코는 조금만 뿌려 발라요 코에 너무 크리미하면 뾰루지 날것 같음! 무튼 리필도 있어서 겨우내내 잘 사용 할 것 같어요 만족하구요 김석진이라는 모델 너무 탁월하다 개존잘 월와핸 사랑해요 김석진💜,5
꾸꾸깍까,1,"잘생깅 남성덕분에 구매했는데, 건조한 가을에 잘쓰는 중입니다~~
클워로 얼굴 닦고 이닦고 세수하는데, 그 사이에 얼굴 엄청 당기더라구요ㅠ 클워로 1차로 닦고나서 크림미스트 얼굴에 빠바빠박 뿌리면 세안하기 전까지 당김이 없어서ㅜ그런 용도로 잘 쓰고 있슴니다",5
퍼플유방탄,1,"💜 피부타입: 건성

원래 잘 사용하던 제품인데 석진이가 모델이라서 왠지 더 기분이 좋네요. 이번에 동봉된 미스트펌프로 케어해주는게 훨씬 효과가 좋은 것 같아요. 그냥 쓰면 줄줄 흐르는게 많은데 뿌리는 형식이니까 고루고루 바를 수 있고, 악건성이라 3번 레이어링은 꼭 해줍니다.",5
OliviaSpanish,1,우리 진이가 광고해서 아무 생각없이 홀린듯이 인스타 광고보고 올리브영 앱으로 샀는데 생각보다 너무 좋아요 촉촉하고 칙칙 뿌리면 되니까 사용하기 편해서 자주 쓰는데 가을에 촉촉하게 잘 쓰고 있어요 앞으로 진이가 모델하는 동안은 계속 사서 쓸것 같습니다 너무 좋아요 진짜 진이 포토카드 가방에 들고 다니다가 고궁에서 우연히 만난 스페인 마드리드에서 온 아미에게 보여줬더니 진짜 좋아하더라구요 우리 진이가 진짜 너무 예쁘고 귀엽고 잘생겨서 보기만해도 기분이 좋아지는데 덕분에 좋은 화장품도 알게 되어서 잘 쓰고 있습니다 라네즈 광고모델 픽 안목 칭찬합니다 우리 진이 최고!!!!!!!,5
lovedeer,1,"구매 사용 후기
일년 넘게 사용 중 입니다. 나이가 드니 첫 토너가 수분만 있는 것 보다 오일이 살짝 있어 보습도 되는 것이 훨씬 편안하고 피부 장벽도 더 튼튼 해지는 느낌 이에요. 손에 덜어서 여러번 레이어링 하면 에센스가 필요 없을 때도 있는데 손이 미끌 거려서ㅜㅜ 스프레이가 너무 좋아요. 분사력도 괜찮아서 양 조절도 잘 되고요! 피부 진정에도 좋다니 추천 드립니다.",5
옐로문,1,"크림스킨 처음 써봤는데 제형이 가볍고 당기지 않아서 좋아요! 속까지 수분감을 잡아줘서 촉촉합니다
미스트펌프로 사용하는데 더 편하고 쉬워요👍",5
단이00214,1,"가을되니까 생각나는 크림스킨!
이거 하나만 추가해줘도 속건조가 싹 잡혀요
미스트 펌프로 뿌려주니 좋아용",5
